ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	NOTE
9484	Tenharim	AFTER	aẽre / re	re	r e	- - - - - r e - -	8	65	AFTER	depoisde1	
9948	Urueuwauwau	AFTER	aẽre / re	aẽre	a ẽ r e	- - a - ẽ r e - -	8	65	AFTER	depoisde1	
9949	Urueuwauwau	AFTER	aẽre / re	re	r e	- - - - - r e - -	8	65	AFTER	depoisde1	
10298	Kayabi	AFTER	ewiri / ire	ewiri	e w i r i	- - e w i r i - -	8	65	AFTER	depoisde1	
10299	Kayabi	AFTER	ewiri / ire	ire	i r e	- - - - i r e - -	8	65	AFTER	depoisde1	
10532	Araweté	AFTER	riri	riri	r i r i	- - - r i r i - -	8	65	AFTER	depoisde1	
11245	Teko	AFTER	kor / kobete	kor	k o r	k o r - - - -	14	2326	AFTER	depoisde4	
11246	Teko	AFTER	kor / kobete	kobete	k o b e t e	k o b e t e -	14	2326	AFTER	depoisde4	
11616	Wayampi	AFTER	ajawire / lile	ajawire	a j a + w i r e	a j a - - - - - - + - - - w i r e - -	55	2328 65	? AFTER	depoisde1	
11617	Wayampi	AFTER	ajawire / lile	lile	l i l e	- - - l i l e - -	8	65	AFTER	depoisde1	
12021	Zo'e	AFTER	adire	adire	a d i r e	- - a d i r e - -	8	65	AFTER	depoisde	
12263	Ka'apor	AFTER	ajameʔẽ ke / aja	ajameʔẽ ke	a j a + m e ʔ ẽ	a j a - - - - - - + m e ʔ ẽ	55	2328 16	? THING	depoisde	
12853	Kamajura	AFTER	riré	riré	r i r é	- - - r i r é - -	8	65	AFTER	depoisde1	
13130	Asuriní Xingu	AFTER	arire	arire	a r i r e	- - a r i r e - -	8	65	AFTER	depoisde1	
13610	Tupinambá	AFTER	ɾiɾé / ɾojɾé / ɾe	ɾiɾé	ɾ i ɾ é	- - - ɾ i ɾ é - -	8	65	AFTER	depoisde1	
13611	Tupinambá	AFTER	ɾiɾé / ɾojɾé / ɾe	ɾojɾé	ɾ oi ɾ é	- - - ɾ oi ɾ é - -	8	65	AFTER	depoisde1	
13612	Tupinambá	AFTER	ɾiɾé / ɾojɾé / ɾe	ɾe	ɾ e	- - - - - ɾ e - -	8	65	AFTER	depoisde1	
14017	Nheengatu	AFTER	rie / arirewã	rie	r ie	- - - - - r ie - -	8	65	AFTER	depoisde1	
14018	Nheengatu	AFTER	rie / arirewã	arirewã	a r i r e w ã	- - a r i r e w ã	8	65	AFTER	depoisde1	
14633	Yuki	AFTER	dérekja	dérekja	d é r e k ia	d é r e k ia	19	75	AFTER	depoisde3	
14877	Guarayo	AFTER	re	re	r e	- - - - - r e - -	8	65	AFTER	depoisde1	
15183	Siriono	AFTER	akere / ande	akere	a k e r e	- - a k e r e - -	8	65	AFTER	depoisde	
15184	Siriono	AFTER	akere / ande	ande	a n/d e	- a n/d e - -	11	71	AFTER	depoisde	
15512	Warazu	AFTER	íre	íre	í r e	- - - - í r e - -	8	65	AFTER	depoisde1	
15755	Chiriguano	AFTER	hãema / hawoj / hokogwi	hãema	h ãe + m a	h ãe - - - + - - m a -	10	66 67	AFTER ?	depoisde2	
15756	Chiriguano	AFTER	hãema / hawoj / hokogwi	hawoj	h a + w o j	h a + w o j	10	66 74	AFTER ?	depoisde2	
15757	Chiriguano	AFTER	hãema / hawoj / hokogwi	hokogwi	h o k o + gʷ i	h o k o - + gʷ i -	10	66 69	AFTER ?	depoisde2	
16133	Mbya	AFTER	rire	rire	r i r e	- - - r i r e - -	8	65	AFTER	depoisde1	
16492	Guaraní	AFTER	riré	riré	r i r é	- - - r i r é - -	8	65	AFTER	depoisde1	
16825	Old Guaraní	AFTER	riré	riré	r i r é	- - - r i r é - -	8	65	AFTER	depoisde1	
17399	Xeta	AFTER	ajre	ajre	ai r e	- - - - ai r e - -	8	65	AFTER	depoisde1	
17631	Kaiowa	AFTER	riré	riré	r i r é	- - - r i r é - -	8	65	AFTER	depoisde1	
17847	Tapiete	AFTER	hama / ma	hama	h a + m a	h a - - - + - - m a -	10	66 67	? AFTER	depoisde2	
17848	Tapiete	AFTER	hama / ma	ma	m a	- - m a -	10	67	AFTER	depoisde2	
18362	Omagua	AFTER	isakapɨrɨ / rasakapɨrɨ	isakapɨrɨ	i s a k a p ɨ r ɨ	- i s a k a p ɨ r ɨ	15	73	AFTER	depoisde	Woman's speech
18363	Omagua	AFTER	isakapɨrɨ / rasakapɨrɨ	rasakapɨrɨ	r a s a k a p ɨ r ɨ	r a s a k a p ɨ r ɨ	15	73	AFTER	depoisde	Man's speech
18642	Kokama	AFTER	jantsui / jaepetsui / riantsui / raepetsui	jantsui	j a n ts ui	j a - - n ts - ui -	9	68	AFTER	depoisde	Woman's speech
18643	Kokama	AFTER	jantsui / jaepetsui / riantsui / raepetsui	jaepetsui	j ae p e ts ui	j ae p e ts - ui -	9	68	AFTER	depoisde	Woman's speech
18644	Kokama	AFTER	jantsui / jaepetsui / riantsui / raepetsui	riantsui	r ia n ts ui	r ia - - n ts - ui -	9	68	AFTER	depoisde	Man's speech
18645	Kokama	AFTER	jantsui / jaepetsui / riantsui / raepetsui	raepetsui	r ae p e ts ui	r ae p e ts - ui -	9	68	AFTER	depoisde	Man's speech
19481	Ache	AFTER	gobu	gobu	g o + b u	g o + b u	2013	280 281	AFTER CONDITIONAL		
19585	Guajá	AFTER	nẽ	nẽ	n ẽ	- - - - - n ẽ - -	8	65	AFTER		
21751	Ka'apor	AFTER	ajameʔẽ ke / aja	aja	a j a	a j a - - - - - -	55	2328	AFTER		
22721	Warazu	AFTER	kúire	kúire	k ú + i r e	k ú + - - - - i r e - -	20	16785 65	THIS AFTER		
6038	Mawe	AGOUTI	akuri	akuri	a k u r i	a k u - r i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
6707	Parakana	AGOUTI	akoʃi	akoʃi	a k o ʃ i	a k o - ʃ i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
7296	Surui-Aikewara	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
7630	Tapirapé	AGOUTI	ãkoʃi	ãkoʃi	ã k o ʃ i	ã k o - ʃ i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
7901	Tembe	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
8233	Guajajara	AGOUTI	akuʃi	akuʃi	a k u ʃ i	a k u - ʃ i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
8569	Apiaka	AGOUTI	akuʃi	akuʃi	a k u ʃ i	a k u - ʃ i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
8818	Parintintin	AGOUTI	akutia	akutia	a k u t ia	a k u - t ia - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
9184	Amondawa	AGOUTI	akotʃi / akutia	akotʃi	a k o tʃ i	a k o - tʃ i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
9485	Tenharim	AGOUTI	akotihu	akotihu	a k o t i + h u	a k o - t i - - - - + - h u	21	143 1650	AGOUTI BIG	cutia1	Carib loan in Proto-Mawé-Awetí-TG
9950	Urueuwauwau	AGOUTI	akutia	akutia	a k u t ia	a k u - t ia - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
10300	Kayabi	AGOUTI	akutia	akutia	a k u t ia	a k u - t ia - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
10533	Araweté	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
10901	Guajá	AGOUTI	akʷiʃi	akʷiʃi	a kʷ i ʃ i	a kʷ i - ʃ i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
11247	Teko	AGOUTI	akusi	akusi	a k u s i	a k u - s i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
11618	Wayampi	AGOUTI	akusi	akusi	a k u s i	a k u - s i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
12022	Zo'e	AGOUTI	kusi	kusi	k u s i	- k u - s i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
12264	Ka'apor	AGOUTI	akuʃi	akuʃi	a k u ʃ i	a k u - ʃ i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
12579	Anambe	AGOUTI	kararuhu	kararuhu	k a r a r + u h u	k a r a r + u h u	4249	11878 1650	PACA BIG	cutia	
12854	Kamajura	AGOUTI	akutsi	akutsi	a k u ts i	a k u - ts i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
13131	Asuriní Xingu	AGOUTI	merĩ	merĩ	m e r ĩ	m e r ĩ	900	89	AGOUTI	cutia3	Borrowing from a member of the Mundurukú family
13395	Avá Canoeiro	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
13613	Tupinambá	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
14019	Nheengatu	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
14878	Guarayo	AGOUTI	akutʃi	akutʃi	a k u tʃ i	a k u - tʃ i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
15185	Siriono	AGOUTI	itajku	itajku	i t ai k u	i t ai k u	23	145	AGOUTI	cutia5	
15513	Warazu	AGOUTI	akutsɨ	akutsɨ	a k u ts ɨ	a k u - ts ɨ - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
15758	Chiriguano	AGOUTI	akúti	akúti	a k ú t i	a k ú - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
16134	Mbya	AGOUTI	akuʃi	akuʃi	a k u ʃ i	a k u - ʃ i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
16493	Guaraní	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
16826	Old Guaraní	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
17400	Xeta	AGOUTI	tʃeami / kejkaj	tʃeami	tʃ ea m i	tʃ ea m i	24	146	AGOUTI	cutia	
17632	Kaiowa	AGOUTI	akutɨ	akutɨ	a k u t ɨ	a k u - t ɨ - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
18364	Omagua	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
18646	Kokama	AGOUTI	akuti	akuti	a k u t i	a k u - t i - - - -	21	143	AGOUTI	cutia1	Carib loan in Proto-Mawé-Awetí-TG
19330	Asuriní Tocantins	AGOUTI	akosí	akosí	a k o s í	a k o - s í - - - -	21	143	AGOUTI		Carib loan in Proto-Mawé-Awetí-TG
24478	Amondawa	AGOUTI	akotʃi / akutia	akutia	a k u t ia	a k u t ia	21	143	AGOUTI		
26093	Xeta	AGOUTI	tʃeami / kejkaj	kejkaj	k ei k ai	k ei k ai	5389	3975	AGOUTI		
6039	Mawe	ALL	torania	torania	t o r a n ia	t o r a n ia	33	211	ALL	todostudo2	
6708	Parakana	ALL	pam	pam	p a m	- - - - p a m - - -	25	205	ALL	todostudo1	
7066	Asuriní Tocantins	ALL	pap	pap	p a p	- - - - p a p - - -	25	205	ALL	todostudo1	
7297	Surui-Aikewara	ALL	pam	pam	p a m	- - - - p a m - - -	25	205	ALL	todostudo1	
7631	Tapirapé	ALL	pãw	pãw	p ã w	- - - - p ã w - - -	25	205	ALL	todostudo1	
7902	Tembe	ALL	paw	paw	p a w	- - - - p a w - - -	25	205	ALL	todostudo1	
8234	Guajajara	ALL	paw	paw	p a w	- - - - p a w - - -	25	205	ALL	todostudo1	
8570	Apiaka	ALL	pawẽ	pawẽ	p a w ẽ	- - - - p a w ẽ - -	25	205	ALL	todostudo1	
8819	Parintintin	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
9185	Amondawa	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
9486	Tenharim	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
9951	Urueuwauwau	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
10301	Kayabi	ALL	pap	pap	p a p	- - - - p a p - - -	25	205	ALL	todostudo1	
10534	Araweté	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
10902	Guajá	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
11248	Teko	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
11619	Wayampi	ALL	pa / pilu	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
11620	Wayampi	ALL	pa / pilu	pilu	p i l u	- - - - p i l u - -	3982	2323	ALL	todostudo1	
12023	Zo'e	ALL	kã	kã	k ã	- - - - k ã	27	210	ALL	todostudo3	
12266	Ka'apor	ALL	upa / joho	upa	u p a	- - - u p a - - - -	25	205	ALL	todostudo1	
12267	Ka'apor	ALL	upa / juhu	juhu	j u h u	j u h u	28	212	ALL	todostudo1	
12855	Kamajura	ALL	pap	pap	p a p	- - - - p a p - - -	25	205	ALL	todostudo1	
13132	Asuriní Xingu	ALL	pap	pap	p a p	- - - - p a p - - -	25	205	ALL	todostudo1	
13396	Avá Canoeiro	ALL	upakatu	upakatu	u p a + k a t u	- - - u p a - - - - + k a t u	25	205 91	ALL INTENSIFIER	todostudo1	
13614	Tupinambá	ALL	paβ	paβ	p a β	- - - - p a β - - -	25	205	ALL	todostudo1	
14020	Nheengatu	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
14634	Yuki	ALL	χa	χa	χ a	- - - - χ a	27	210	ALL	todostudo1	
14879	Guarayo	ALL	pãvã	pãvã	p ã v ã	- - - - p ã v ã - -	25	205	ALL	todostudo1	
15186	Siriono	ALL	ha	ha	h a	- - - - h a - - - -	25	205	ALL	todostudo1	
15514	Warazu	ALL	ma	ma	m a	m a	35	214	ALL	todostudo1	
15759	Chiriguano	ALL	pãwe	pãwe	p ã w e	- - - - p ã w e - -	25	205	ALL	todostudo1	
16135	Mbya	ALL	pa	pa	p a	- - - - p a - - - -	25	205	ALL	todostudo1	
16494	Guaraní	ALL	opa	opa	o p a	- - - o p a - - - -	25	205	ALL	todostudo1	
16827	Old Guaraní	ALL	opa	opa	o p a	- - - o p a - - - -	25	205	ALL	todostudo1	
17171	Ache	ALL	wɨwɨ	wɨwɨ	w ɨ w ɨ	- w - ɨ w ɨ - -	925	92	ALL	todostudo	
17401	Xeta	ALL	po	po	p o	- - - - p o - - - -	25	205	ALL	todostudo1	
17633	Kaiowa	ALL	mba	mba	m/b a	- - - - m/b a - - - -	25	205	ALL	todostudo1	
17849	Tapiete	ALL	ópa	ópa	ó p a	- - - ó p a - - - -	25	205	ALL	todostudo1	
18365	Omagua	ALL	upa	upa	u p a	- - - u p a - - - -	25	205	ALL	todostudo1	
18647	Kokama	ALL	upi	upi	u p i	- - - u p i - - - -	25	205	ALL	todostudo1	
6041	Mawe	ANACONDA_WATER_BOA	sukuriu	sukuriu	s u k u r iu	s u - k u r - - iu - -	46	301	ANACONDA	sucuri17	
6710	Parakana	ANACONDA_WATER_BOA	maʃoho	maʃoho	m a ʃ + o h o	- m - - a ʃ - - + - o h o - -	47	15011 299	SNAKE BIG	sucuri57	
7298	Surui-Aikewara	ANACONDA_WATER_BOA	kurisu	kurisu	k u r i s u	- - - k u r i s u - -	46	301	ANACONDA	sucuri	
7633	Tapirapé	ANACONDA_WATER_BOA	ʃokori	ʃokori	ʃ o k o r i	ʃ o - k o r - - i - -	46	301	ANACONDA	sucuri	
7903	Tembe	ANACONDA_WATER_BOA	hukuri / mozuhu	hukuri	h u k u r i	h u - k u r - - i - -	46	301	ANACONDA	sucuri157	
7904	Tembe	ANACONDA_WATER_BOA	hukuri / mozuhu	mozuhu	m o z + u h u	- m - - o z - - + - u h u - -	47	15011 299	SNAKE BIG	sucuri157	
8235	Guajajara	ANACONDA_WATER_BOA	mozuhu	mozuhu	m o z + u h u	- m - - o z - - + - u h u - -	47	15011 299	SNAKE BIG	sucuri57	
8571	Apiaka	ANACONDA_WATER_BOA	masojga	masojga	m a s oi g a	m a s oi g a	4196	2560	ANACONDA	sucuri2	
9489	Tenharim	ANACONDA_WATER_BOA	mbojuhua	mbojuhua	m/b oi + u h ua	- m/b - - oi - - - + - u h ua - -	47	15011 299	SNAKE BIG	sucuri	
10536	Araweté	ANACONDA_WATER_BOA	urukuku	urukuku	u r u k u k u	- - - - u r u k u k u	46	301	ANACONDA	sucuri	
10903	Guajá	ANACONDA_WATER_BOA	tsikurihu	tsikurihu	ts i k u r i h u	ts i - k u r i h u - -	46	301	ANACONDA	sucuri17	
11251	Teko	ANACONDA_WATER_BOA	boʤuhu	boʤuhu	b o dʒ + u h u	- b - - o dʒ - - + - u h u - -	47	15011 299	SNAKE BIG	sucuri57	
11622	Wayampi	ANACONDA_WATER_BOA	moyu	moyu	m oi + u	- m - - oi - - - + - - - u - -	47	15011 299	SNAKE BIG	sucuri57	
12856	Kamajura	ANACONDA_WATER_BOA	mojũ	mojũ	m oi + ũ	- m - - oi - - - + - - - ũ - -	47	15011 299	SNAKE BIG	sucuri57	
13616	Tupinambá	ANACONDA_WATER_BOA	sukuɾiju	sukuɾiju	s u k u ɾ i j u	s u - k u ɾ i j u - -	46	301	ANACONDA	sucuri17	
14021	Nheengatu	ANACONDA_WATER_BOA	sukuriu	sukuriu	s u k u r i u	s u - k u r i - u - -	46	301	ANACONDA	sucuri17	
15188	Siriono	ANACONDA_WATER_BOA	mbeɨ tʃusu	mbeɨ tʃusu	m/b e ɨ + tʃ u s u	- m/b e ɨ - - - - + tʃ u s u - -	47	15011 299	SNAKE BIG	sucuri5	
16138	Mbya	ANACONDA_WATER_BOA	kuriju	kuriju	k u r i j u	- - - k u r i j u - -	46	301	ANACONDA	sucuri17	
16496	Guaraní	ANACONDA_WATER_BOA	kuriju	kuriju	k u r i j u	- - - k u r i j u - -	46	301	ANACONDA	sucuri17	
16829	Old Guaraní	ANACONDA_WATER_BOA	mboj jusu	mboj jusu	m/b oi + j u s u	- m/b - - oi - - - + j u s u - -	47	15011 299	SNAKE BIG	sucuri	
19631	Kokama	ANACONDA_WATER_BOA	ɨwɨrati tsukuri	ɨwɨrati tsukuri	ɨ w ɨ r a t i + ts u k u r i	ɨ w ɨ r a t i + ts u - k u r i - - - -	46	362 301	FOREST ANACONDA		
